User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,masked_prompt,target,incorrect,test_type,choiceA,choiceB,target_col,Please select the best answer to fill in the blank.
FWD4Z73KK6F6,owl,large,puny,accurate,misleading,The enormous shadow of the owl was accurate. The owl is _____.,large,puny,1,large,puny,choiceA,{{choiceA}}
XH7FWCGRRXDJ,train car,empty,stuffed,exited,entered,The large crowd of passengers had entered the train car. The train car is _____.,stuffed,empty,2,empty,stuffed,choiceB,{{choiceB}}
XH7FWCGRRXDJ,pepper,edible,harmful,ground,rotten,Tim made chili with rotten pepper. The pepper is _____.,harmful,edible,2,edible,harmful,choiceB,{{choiceB}}
3MMFR6RXMZM2,ping-pong table,circular,rectangular,unusual,standard,Bill's new ping-pong table was rather unusual. The ping-pong table is _____.,circular,rectangular,1,circular,rectangular,choiceA,{{choiceA}}
EZCVAWE2HAMP,viewfinder,visible,gone,there,missing,When I needed the viewfinder it was missing. The viewfinder is _____.,gone,visible,2,gone,visible,choiceA,{{choiceA}}
QRFN2MNYRJMF,pillow,empty,stuffed,removed,shoved,Mark grabbed the pillow and shoved the feathers inside. The pillow is _____.,stuffed,empty,2,stuffed,empty,choiceA,{{choiceA}}
3MMFR6RXMZM2,paperweight,gold,iron,soft,tough,Mike noted that the paperweight was very tough. The paperweight is _____.,iron,gold,2,gold,iron,choiceB,{{choiceB}}
FWD4Z73KK6F6,armor,thick,thin,layered,skimpy,The warrior's confidence in battle was occasionally affected by the layered craftmanship of the armor worn. The armor is _____.,thick,thin,1,thin,thick,choiceB,{{choiceA}}
EZCVAWE2HAMP,exhaust pipe,straight,crooked,undamaged,bent,The exhaust pipe was undamaged in the accident. The exhaust pipe is _____.,straight,crooked,1,straight,crooked,choiceA,{{choiceA}}
VNAQPVX4R36A,fireplace,warm,chilly,lit,out,The fire in the fireplace was lit. The fireplace is _____.,warm,chilly,1,chilly,warm,choiceB,{{choiceB}}
XH7FWCGRRXDJ,poinsettia,extinct,alive,loss,beauty,Robert commented on the beauty of the poinsettia. The poinsettia is _____.,alive,extinct,2,extinct,alive,choiceB,{{choiceB}}
76VNAHQ9VAC3,mustache,short,long,shaved,trimmed,Raphael had his mustache shaved. The mustache is _____.,short,long,1,long,short,choiceB,{{choiceB}}
XH7FWCGRRXDJ,stereo,available,unavailable,blaring,silent,Bill turned on the stereo and it's silent. The stereo is _____.,unavailable,available,2,available,unavailable,choiceB,{{choiceB}}
QRFN2MNYRJMF,dough,thick,skinny,ball,stick,I had to roll the dough into a stick. The dough is _____.,skinny,thick,2,skinny,thick,choiceA,{{choiceA}}
FWD4Z73KK6F6,latch,open,sealed,unhooked,fastened,I fastened the latch on the barn door. The latch is _____.,sealed,open,2,open,sealed,choiceB,{{choiceB}}
76VNAHQ9VAC3,oatmeal,edible,dirty,sugar,dust,Mike emptied a spoon full of sugar into the oatmeal. The oatmeal is _____.,edible,dirty,1,dirty,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,cupcake,edible,poisonous,party,hospital,Mike ate the cupcake then went to the party. The cupcake is _____.,edible,poisonous,1,edible,poisonous,choiceA,{{choiceA}}
3MMFR6RXMZM2,chili,edible,inedible,plate,floor,The chili was on the floor after cooking it. The chili is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,dumpling,edible,poisonous,delicious,unnatural,Angela's soup dumpling looked delicious. The dumpling is _____.,edible,poisonous,1,poisonous,edible,choiceB,{{choiceB}}
XH7FWCGRRXDJ,reel,complete,incomplete,included,missed,The reel missed the fishing line. The reel is _____.,incomplete,complete,2,complete,incomplete,choiceB,{{choiceB}}
FPMCK2P37RW2,computer,here,missing,known,unknown,The location of Jin's computer is unknown. The computer is _____.,missing,here,2,missing,here,choiceA,{{choiceA}}
76VNAHQ9VAC3,bowl,empty,full,finished,started,Kayla had started eating her soup. The bowl is _____.,full,empty,2,empty,full,choiceB,{{choiceB}}
XH7FWCGRRXDJ,pearl,there,gone,holding,missing,I was missing the pearl. The pearl is _____.,gone,there,2,there,gone,choiceB,{{choiceB}}
XH7FWCGRRXDJ,locket,important,meaningless,pocket,trashcan,Jill put the locket in her trashcan after opening it. The locket is _____.,meaningless,important,2,meaningless,important,choiceA,{{choiceA}}
FPMCK2P37RW2,hay,cold,hot,winter,summer,The hay is in the barn during the winter. The hay is _____.,cold,hot,1,hot,cold,choiceB,{{choiceB}}
FWD4Z73KK6F6,rattlesnake,edible,inedible,smoked,incinerated,The rattlesnake was smoked over the fire. The rattlesnake is _____.,edible,inedible,1,edible,inedible,choiceA,{{choiceA}}
EZCVAWE2HAMP,globe,round,squashed,spun,unrolled,Jane unrolled her new globe. The globe is _____.,squashed,round,2,squashed,round,choiceA,{{choiceA}}
FWD4Z73KK6F6,knitting,simple,complex,beginner,master,This was knitted by a beginner knitter. The knitting is _____.,simple,complex,1,simple,complex,choiceA,{{choiceA}}
FWD4Z73KK6F6,showerhead,cylindrical,cubical,circle,square,The water came out of the showerhead in a circle. The showerhead is _____.,cylindrical,cubical,1,cylindrical,cubical,choiceA,{{choiceA}}
3MMFR6RXMZM2,grass,long,scalped,uncut,burned,The owner arrived to find the grass burned. The grass is _____.,scalped,long,2,scalped,long,choiceA,{{choiceA}}
XH7FWCGRRXDJ,lobster,edible,inedible,sauce,barnacles,The lobster is covered in barnacles. The lobster is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
3MMFR6RXMZM2,horn,long,tiny,wide,narrow,The horn takes up a narrow storage space. The horn is _____.,tiny,long,2,long,tiny,choiceB,{{choiceA}}
3MMFR6RXMZM2,soda,expensive,inexpensive,eight,two,Rob bought the sode bottle for two dollars. The soda is _____.,inexpensive,expensive,2,inexpensive,expensive,choiceA,{{choiceA}}
EZCVAWE2HAMP,squash,edible,mauled,sniffed,attacked,The dog got into the yard and attacked the squash. The squash is _____.,mauled,edible,2,mauled,edible,choiceA,{{choiceA}}
3MMFR6RXMZM2,plastic film,transparent,opaque,visually,not,Mike could not confirm what was inside the plastic film. The plastic film is _____.,opaque,transparent,2,opaque,transparent,choiceA,{{choiceA}}
3MMFR6RXMZM2,contact lens,transparent,opaque,clearly,nothing,"With the contacts, I was able to see clearly. The contact lens is _____.",transparent,opaque,1,transparent,opaque,choiceA,{{choiceB}}
FPMCK2P37RW2,furnace,hot,cold,on,off,Jonas turned the furnace off. The furnace is _____.,cold,hot,2,hot,cold,choiceB,{{choiceB}}
3MMFR6RXMZM2,cord,elastic,stiff,bending,thick,Mark bought a new lamp and the cord was bending. The cord is _____.,elastic,stiff,1,stiff,elastic,choiceB,{{choiceB}}
XH7FWCGRRXDJ,mushroom,edible,inedible,fresh,slimy,The mushroom at John's house was slimy. The mushroom is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,pendulum,rigid,loose,stayed,fallen,The pendulum had fallen. The pendulum is _____.,loose,rigid,2,loose,rigid,choiceA,{{choiceA}}
XH7FWCGRRXDJ,cabinet,empty,replete,concerned,reassured,"With a snowstorm fast approaching, Bill was reassured by the stock in his cabinet. The cabinet is _____.",replete,empty,2,empty,replete,choiceB,{{choiceB}}
3MMFR6RXMZM2,gourd,edible,dangerous,tea,poison,Bin made the gourd into poison. The gourd is _____.,dangerous,edible,2,dangerous,edible,choiceA,{{choiceA}}
76VNAHQ9VAC3,shell,hollow,filled,discarded,occupied,The shell is still discarded. The shell is _____.,hollow,filled,1,filled,hollow,choiceB,{{choiceB}}
XH7FWCGRRXDJ,stingray,edible,inedible,delicious,disgusting,My first time trying stingray as part of my meal turned out to be disgusting. The stingray is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
VNAQPVX4R36A,syringe,empty,filled,down,up,The plunger on the syringe was up. The syringe is _____.,filled,empty,2,filled,empty,choiceA,{{choiceA}}
QRFN2MNYRJMF,mug,cold,hot,fridge ,pot,The coffee poured into the mug was in the pot. The mug is _____.,hot,cold,2,cold,hot,choiceB,{{choiceB}}
3MMFR6RXMZM2,sled,empty,loaded,swimming,sledding,Jenny decided she wants to go swimming. The sled is _____.,empty,loaded,1,loaded,empty,choiceB,{{choiceB}}
EZCVAWE2HAMP,punch,strong,weak,brick,paper,Mike was strong enough to break a brick wall. The punch is _____.,strong,weak,1,strong,weak,choiceA,{{choiceA}}
FPMCK2P37RW2,honey,sweet,bitter,pure,contaminated,Mike found a bottle of contaminated honey. The honey is _____.,bitter,sweet,2,sweet,bitter,choiceB,{{choiceB}}
QRFN2MNYRJMF,gong,large,small,crippled,annoyed,Mike was crippled after the gong fell on his foot. The gong is _____.,large,small,1,large,small,choiceA,{{choiceA}}
XH7FWCGRRXDJ,cake mix,simple,complicated,three,twelve,Bob followed all twelve steps in the cake mix recipe. The cake mix is _____.,complicated,simple,2,simple,complicated,choiceB,{{choiceB}}
FWD4Z73KK6F6,star fruit,fruit,fake,grocery,candle,Bill got the star fruit from the grocery store. The star fruit is _____.,fruit,fake,1,fake,fruit,choiceB,{{choiceA}}
FWD4Z73KK6F6,pancake,edible,ruined,syrup,bleach,Kelly served the pancake topped with bleach. The pancake is _____.,ruined,edible,2,edible,ruined,choiceB,{{choiceB}}
76VNAHQ9VAC3,artichoke,edible,inedible,butter,spines,The artichoke was covered in butter. The artichoke is _____.,edible,inedible,1,inedible,edible,choiceB,{{choiceB}}
76VNAHQ9VAC3,milk,bitter,sweet,spoiled,new,Gordon's milk was spoiled. The milk is _____.,bitter,sweet,1,bitter,sweet,choiceA,{{choiceA}}
FPMCK2P37RW2,cement mixer,portable,irremovable,carry,leave,Todd had to carry the cement mixer. The cement mixer is _____.,portable,irremovable,1,irremovable,portable,choiceB,{{choiceB}}
FPMCK2P37RW2,shower,long,short,uninterrupted,impeded,Minnie's shower was impeded. The shower is _____.,short,long,2,short,long,choiceA,{{choiceA}}
EZCVAWE2HAMP,compass,right,wrong,forward,behind,Walking the north the compass was pointing forward. The compass is _____.,right,wrong,1,right,wrong,choiceA,{{choiceA}}
3MMFR6RXMZM2,mango,edible,plastic,grocery,toy,Robin purchased the mango from the grocery store. The mango is _____.,edible,plastic,1,plastic,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,palm tree,tropical,deciduous,beach,mountain,This type of palm tree grows high up on the beach. The palm tree is _____.,tropical,deciduous,1,deciduous,tropical,choiceB,{{choiceB}}
FPMCK2P37RW2,pocket,large,tiny,notebook,penny,Ronald put the notebook in his pocket. The pocket is _____.,large,tiny,1,tiny,large,choiceB,{{choiceA}}
EZCVAWE2HAMP,sunflower,edible,inedible,fry,discard,The farmer handed the sunflower to his wife to discard. The sunflower is _____.,inedible,edible,2,inedible,edible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,snowmobile,portable,immobile,gas,water,Rob's snowmobile was full of water. The snowmobile is _____.,immobile,portable,2,immobile,portable,choiceA,{{choiceA}}
3MMFR6RXMZM2,pug,important,unimportant,real,fictional,The pug is real. The pug is _____.,important,unimportant,1,unimportant,important,choiceB,{{choiceA}}
FPMCK2P37RW2,earring,gold,silver,first,second,The earring could be refashioned into a second place medal. The earring is _____.,silver,gold,2,silver,gold,choiceA,{{choiceA}}
3MMFR6RXMZM2,container,empty,full,into,from,I poured the water into the container. The container is _____.,empty,full,1,full,empty,choiceB,{{choiceA}}
76VNAHQ9VAC3,rooster,important,unwanted,essential,superfluous,The rooster was essential to the operation of Bill's chicken farm. The rooster is _____.,important,unwanted,1,unwanted,important,choiceB,{{choiceB}}
3MMFR6RXMZM2,peg,empty,filled,much,no,There was much more room on the peg. The peg is _____.,empty,filled,1,filled,empty,choiceB,{{choiceB}}
3MMFR6RXMZM2,test tube,long,broken,proudly,disappointedly,The chemist disappointedly displayed his new test tubes. The test tube is _____.,broken,long,2,long,broken,choiceB,{{choiceB}}
3MMFR6RXMZM2,spam,anonymous,identified,closed,open,After running a spam trace the names were behind a(n) open firewall. The spam is _____.,identified,anonymous,2,identified,anonymous,choiceA,{{choiceA}}
3MMFR6RXMZM2,lizard,edible,harmful,chicken,chemicals,The Florida man grabbed the lizard realizing he smells like chemicals. The lizard is _____.,harmful,edible,2,harmful,edible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,scallop,amphibious,mollusk-like,land,coral,The scallop is alive on coral. The scallop is _____.,mollusk-like,amphibious,2,amphibious,mollusk-like,choiceB,{{choiceB}}
3MMFR6RXMZM2,grapefruit,edible,indigestible,full,sick,My grapefruit made me full. The grapefruit is _____.,edible,indigestible,1,edible,indigestible,choiceA,{{choiceA}}
XH7FWCGRRXDJ,broccoli,edible,uneatable,green,purple,The broccoli was a bright green. The broccoli is _____.,edible,uneatable,1,uneatable,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,slot,open,closed,one,no,There was no way to plug the controller into the slot. The slot is _____.,closed,open,2,open,closed,choiceB,{{choiceB}}
76VNAHQ9VAC3,wooden leg,straight,bent,waxed,broken,Jerry's wooden leg has been broken. The wooden leg is _____.,bent,straight,2,bent,straight,choiceA,{{choiceA}}
FPMCK2P37RW2,toilet,open,shut,horrible,fine,The smell from the toilet was horrible when cleaning it. The toilet is _____.,open,shut,1,shut,open,choiceB,{{choiceB}}
EZCVAWE2HAMP,eel,edible,poisonous,good,sick,The chef felt good after taste-testing the eel. The eel is _____.,edible,poisonous,1,edible,poisonous,choiceA,{{choiceA}}
3MMFR6RXMZM2,thumb,swollen,fine,antibiotics,boot,The doctor took one look at the thumb and gave the patient the antibiotics. The thumb is _____.,swollen,fine,1,fine,swollen,choiceB,{{choiceB}}
3MMFR6RXMZM2,mustard,edible,spilled,sandwich,floor,Mike found the mustard spread on the sandwich. The mustard is _____.,edible,spilled,1,spilled,edible,choiceB,{{choiceB}}
3MMFR6RXMZM2,spatula,long,short,fourteen,six,Ashton measured the six inch spatula. The spatula is _____.,short,long,2,long,short,choiceB,{{choiceB}}
FWD4Z73KK6F6,potato,edible,growing,ripe,small,The potato was really ripe for cooking. The potato is _____.,edible,growing,1,edible,growing,choiceA,{{choiceA}}
QRFN2MNYRJMF,grain,good,bad,sun,rain,Mike had left the the grain out all afternoon in the rain. The grain is _____.,bad,good,2,good,bad,choiceB,{{choiceB}}
EZCVAWE2HAMP,trigger,here,elsewhere,  nearby,remotely,The trigger needs to be activated   nearby. The trigger is _____.,here,elsewhere,1,here,elsewhere,choiceA,{{choiceA}}
XH7FWCGRRXDJ,milk,good,bad,fresh,spoiled,The milk is fresh. The milk is _____.,good,bad,1,bad,good,choiceB,{{choiceB}}
EZCVAWE2HAMP,air conditioner,portable,stuck,window,central,Repairing an air conditioner can be tricky depending on whether or not it is a central model. The air conditioner is _____.,stuck,portable,2,stuck,portable,choiceA,{{choiceA}}
3MMFR6RXMZM2,tiara,gold,silver,yellow,white,She wore a tiara made of white metal. The tiara is _____.,silver,gold,2,silver,gold,choiceA,{{choiceA}}
VNAQPVX4R36A,prism,spherical,sharp,rubbed,cut,Mark rubbed his hand on the prism. The prism is _____.,spherical,sharp,1,spherical,sharp,choiceA,{{choiceA}}
FPMCK2P37RW2,boulder,mine,theirs,private,public,The boulder is public property. The boulder is _____.,theirs,mine,2,mine,theirs,choiceB,{{choiceB}}
FWD4Z73KK6F6,grate,open,closed,cleaning,crossing,People were crossing the grate. The grate is _____.,closed,open,2,open,closed,choiceB,{{choiceA}}
3MMFR6RXMZM2,gel,liquid,frozen,bottle,freezer,Ben took the gel out of the bottle. The gel is _____.,liquid,frozen,1,frozen,liquid,choiceB,{{choiceB}}
FWD4Z73KK6F6,needle,long,tiny,incredible,no,Jane felt almost incredible pain when the needle was fully inserted in her arm. The needle is _____.,long,tiny,1,tiny,long,choiceB,{{choiceB}}
EZCVAWE2HAMP,test tube,circular,rectangular,rack,table,Mary put the test tube on the rack. The test tube is _____.,circular,rectangular,1,rectangular,circular,choiceB,{{choiceB}}
3MMFR6RXMZM2,poinsettia,extinct,alive,loss,beauty,Robert commented on the loss of the poinsettia. The poinsettia is _____.,extinct,alive,1,extinct,alive,choiceA,{{choiceA}}
76VNAHQ9VAC3,bowl,round,flat,meal,mess,Susan poured the cereal into the bowl and made a meal. The bowl is _____.,round,flat,1,round,flat,choiceA,{{choiceA}}
XJKGQQWFXKTX,acorn,edible,rotten,delighted,disgruntled,The squirrel was delighted with the acorn. The acorn is _____.,edible,rotten,1,rotten,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,milkshake,sweet,bitter,sugar,lemon,Susan put extra sugar in her milkshake. The milkshake is _____.,sweet,bitter,1,bitter,sweet,choiceB,{{choiceB}}
EZCVAWE2HAMP,typewriter,portable,nonmovable,plastic,glue,June's typewriter is made of glue. The typewriter is _____.,nonmovable,portable,2,portable,nonmovable,choiceB,{{choiceB}}
FPMCK2P37RW2,latte,hot,frozen,stove,ice,The latte has been on the stove. The latte is _____.,hot,frozen,1,frozen,hot,choiceB,{{choiceB}}
XH7FWCGRRXDJ,blueberry,edible,poisonous,healthy,dangerous,The blueberry in the salad is healthy. The blueberry is _____.,edible,poisonous,1,poisonous,edible,choiceB,{{choiceB}}
FWD4Z73KK6F6,straw,long,tiny,bottom,wall,Jane's straw scrapes the wall of her cup. The straw is _____.,tiny,long,2,tiny,long,choiceA,{{choiceB}}
3MMFR6RXMZM2,combination lock,universal,specific,successful,disappointed,John tried to use his combination lock on a different kind and was disappointed. The combination lock is _____.,specific,universal,2,universal,specific,choiceB,{{choiceB}}
FWD4Z73KK6F6,photo booth,empty,full,silent,loud,"At the mall, the photo booth was loud. The photo booth is _____.",full,empty,2,full,empty,choiceA,{{choiceA}}
FWD4Z73KK6F6,granite,abundant,uncommon,easy,difficult,It is easy to find granite. The granite is _____.,abundant,uncommon,1,uncommon,abundant,choiceB,{{choiceB}}
EZCVAWE2HAMP,scoreboard,accurate,wrong,updated,crashed,The scoreboard updated after every goal. The scoreboard is _____.,accurate,wrong,1,accurate,wrong,choiceA,{{choiceA}}
