Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	biased_context_prompt	adversarial_context_prompt
badge	circular	triangular	curve	point	The light glinted off the curve of Susan's badge. The badge is ____.	The light glinted off the point of Susan's badge. The badge is ____.
hedge	long	stubby	house	door	The hedge was long enough to cover one side of the house. The hedge is ____.	The hedge was long enough to cover one side of the door. The hedge is ____.
swing	free	taken	open	occupied	Travis leaped toward the swing because it was open. The swing is ____.	Travis leaped toward the swing because it was occupied. The swing is ____.
arm	long	short	minutes	hours	This clock arm is used to denote minutes. The arm is ____.	This clock arm is used to denote hours. The arm is ____.
treasure	mine	yours	purchased	stolen	Allie's jewelry was purchased. The treasure is ____.	Allie's jewelry was stolen. The treasure is ____.
tomato	edible	poisoned	grateful	bitter	The grateful chef prepared the tomato soup for the dictator. The tomato is ____.	The bitter chef prepared the tomato soup for the dictator. The tomato is ____.
container	empty	overflowing	discarded	hoarded	Greta discarded her leftovers from the restaurant. The container is ____.	Greta hoarded her leftovers from the restaurant. The container is ____.
float	empty	full	deserted	crowded	The float near Esmerelda was deserted. The float is ____.	The float near Esmerelda was crowded. The float is ____.
mailbox	open	shut	ajar	locked	Georgina rushed to the mailbox for her letters but it was ajar. The mailbox is ____.	Georgina rushed to the mailbox for her letters but it was locked. The mailbox is ____.
cocoon	transparent	solid	glass	rock	The coconut looked as tho it was made of glass. The cocoon is ____.	The coconut looked as tho it was made of rock. The cocoon is ____.
yo-yo	plastic	glass	fine	destroyed	Jane's yo-yo would be fine if she dropped it on the ground. The yo-yo is ____.	Jane's yo-yo would be destroyed if she dropped it on the ground. The yo-yo is ____.
go-kart	stationary	moving	sitting	speeding	The go-kart was sitting on the track. The go-kart is ____.	The go-kart was speeding on the track. The go-kart is ____.
ambulance	there	elsewhere	saw	called	Mark finally saw the ambulance people. The ambulance is ____.	Mark finally called the ambulance people. The ambulance is ____.
tape recorder	portable	stuck	manageable	impossible	Moving the tape recorder was manageable. The tape recorder is ____.	Moving the tape recorder was impossible. The tape recorder is ____.
croissant	edible	inedible	scrumptious	unappetizing	Kyle was surprised he baked such a scrumptious croissant. The croissant is ____.	Kyle was surprised he baked such a unappetizing croissant. The croissant is ____.
owl	large	tiny	dad	infant	Barry's owl in his drawing is a dad. The owl is ____.	Barry's owl in his drawing is a infant. The owl is ____.
handprint	recognizable	unknown	famous	anonymous	The famous handprint in the concrete had a lot of curious onlookers. The handprint is ____.	The anonymous handprint in the concrete had a lot of curious onlookers. The handprint is ____.
honey	sweet	sour	chocolate	lemon	The honey had been mixed with chocolate. The honey is ____.	The honey had been mixed with lemon. The honey is ____.
girl	dead	alive	still	moving	The girl is still after being shot. The girl is ____.	The girl is moving after being shot. The girl is ____.
lantern	light	bulky	easy	awkward	It was easy to carry the lantern. The lantern is ____.	It was awkward to carry the lantern. The lantern is ____.
punching bag	plastic	fancy	amateur	professional	The boxer is an amateur. The punching bag is ____.	The boxer is an professional. The punching bag is ____.
sewage	clean	dirty	sanitary	filthy	There was sanitary sewage in the drain. The sewage is ____.	There was filthy sewage in the drain. The sewage is ____.
towel	wet	dry	storm	drought	The towel spent several hours outside in a storm. The towel is ____.	The towel spent several hours outside in a drought. The towel is ____.
girl	there	departed	enjoy	miss	I really enjoy the presence of the girl. The girl is ____.	I really miss the presence of the girl. The girl is ____.
cockatoo	extinct	flourishing	never	often	You will never encounter cockatoos. The cockatoo is ____.	You will often encounter cockatoos. The cockatoo is ____.
lingerie	available	gone	adorned	left	The lingerie adorned the mannequin. The lingerie is ____.	The lingerie left the mannequin. The lingerie is ____.
butter	edible	inedible	melted	frozen	The butter was melted before cooking. The butter is ____.	The butter was frozen before cooking. The butter is ____.
chick	dead	alive	sad	content	The mother hen is sad. The chick is ____.	The mother hen is content. The chick is ____.
pill	poison	sugar	expired	icing	Tina saw a pill that was expired. The pill is ____.	Tina saw a pill that was icing. The pill is ____.
tablecloth	linen	cotton	gentle	normal	The tablecloth should be washed on the gentle cycle. The tablecloth is ____.	The tablecloth should be washed on the normal cycle. The tablecloth is ____.
ruler	sovereign	democratic	decrees	votes	Jack, the ruler of the land, had decrees. The ruler is ____.	Jack, the ruler of the land, had votes. The ruler is ____.
tea	hot	cold	winter's	summer's	The tea was perfect for a winter's day. The tea is ____.	The tea was perfect for a summer's day. The tea is ____.
syrup	bitter	tasty	harsh	delicious	The syrup I used made the drink taste harsh. The syrup is ____.	The syrup I used made the drink taste delicious. The syrup is ____.
showerhead	cylindrical	cubical	circle	square	The water came out of the showerhead in a circle. The showerhead is ____.	The water came out of the showerhead in a square. The showerhead is ____.
fireplace	cold	hot	oven	fireplace	Nina had soup cooking in the oven. The fireplace is ____.	Nina had soup cooking in the fireplace. The fireplace is ____.
jam	good	horrible	fresh	rotten	Brian used fresh blueberries to create the jam. The jam is ____.	Brian used rotten blueberries to create the jam. The jam is ____.
pincushion	long	compact	large	small	Jill noticed that the pincushion was very large. The pincushion is ____.	Jill noticed that the pincushion was very small. The pincushion is ____.
pillow	empty	stuffed	removed	shoved	Mark grabbed the pillow and removed the feathers inside. The pillow is ____.	Mark grabbed the pillow and shoved the feathers inside. The pillow is ____.
bedpost	straight	bent	nothing	someone	The bedpost looked like nothing had rammed straight into it. The bedpost is ____.	The bedpost looked like someone had rammed straight into it. The bedpost is ____.
banana peel	edible	inedible	pan	garbage	Mary's banana peel is in the pan. The banana peel is ____.	Mary's banana peel is in the garbage. The banana peel is ____.
espresso	hot	cold	steaming	iced	Jane ordered a cup of steaming espresso. The espresso is ____.	Jane ordered a cup of iced espresso. The espresso is ____.
kayak	portable	immobile	blew	stood	The kayak blew in the strong wind. The kayak is ____.	The kayak stood in the strong wind. The kayak is ____.
braid	long	short	knees	shoulders	Once braided, her hair hung below her knees. The braid is ____.	Once braided, her hair hung below her shoulders. The braid is ____.
tick	there	near	him	me	There is a tick on him. The tick is ____.	There is a tick on me. The tick is ____.
coffee	good	undrinkable	pot	toilet	Mark made coffee in the pot before serving it. The coffee is ____.	Mark made coffee in the toilet before serving it. The coffee is ____.
exhaust pipe	cylindrical	flat	soft	loud	Rob's new car was making soft noises from the exhaust pipe. The exhaust pipe is ____.	Rob's new car was making loud noises from the exhaust pipe. The exhaust pipe is ____.
croissant	edible	disgusting	good	nasty	I ate a croissant that was good. The croissant is ____.	I ate a croissant that was nasty. The croissant is ____.
toucan	extinct	alive	gone	flourishing	The toucan is gone in this forest. The toucan is ____.	The toucan is flourishing in this forest. The toucan is ____.
typewriter	portable	stationary	pounds	tons	Jennifer's typewriter seems to weigh five pounds. The typewriter is ____.	Jennifer's typewriter seems to weigh five tons. The typewriter is ____.
hay	warm	frozen	barn	field	The hay was scattered around the barn. The hay is ____.	The hay was scattered around the field. The hay is ____.
cocktail	simple	complex	minute	hour	The cocktail took a minute to make. The cocktail is ____.	The cocktail took a hour to make. The cocktail is ____.
pet food	edible	inedible	accepted	refused	The kitty accepted the food. The pet food is ____.	The kitty refused the food. The pet food is ____.
snowmobile	new	used	shiny	worn	Max's snowmobile was very shiny. The snowmobile is ____.	Max's snowmobile was very worn. The snowmobile is ____.
mouse	small	huge	button	dog	The mouse was the size of a button as it scampered through the kitchen. The mouse is ____.	The mouse was the size of a dog as it scampered through the kitchen. The mouse is ____.
sling	elastic	stiff	car	freezer	Oliver's sling for his injury was in the car. The sling is ____.	Oliver's sling for his injury was in the freezer. The sling is ____.
urn	full	barren	intended	aesthetic	Lisa was not sure if the urn on display in the museum was being used for intended purposes. The urn is ____.	Lisa was not sure if the urn on display in the museum was being used for aesthetic purposes. The urn is ____.
scanner	portable	delicate	slid	broke	Rocco dropped the scanner and it slid when it hit the ground. The scanner is ____.	Rocco dropped the scanner and it broke when it hit the ground. The scanner is ____.
manhole	open	closed	street	hole	The metal lid for the manhole was in the street. The manhole is ____.	The metal lid for the manhole was in the hole. The manhole is ____.
inhaler	portable	immovable	rolling	stuck	Jose's inhaler was rolling in the dirt. The inhaler is ____.	Jose's inhaler was stuck in the dirt. The inhaler is ____.
pulpit	high	low	obstructed	visible	Jerry's audience was obstructed from behind the pulpit. The pulpit is ____.	Jerry's audience was visible from behind the pulpit. The pulpit is ____.
rhubarb	edible	inedible	fresh	spoiled	The rhubarb was fresh. The rhubarb is ____.	The rhubarb was spoiled. The rhubarb is ____.
giraffe	extinct	alive	museum	zoo	The giraffe was featured in a museum. The giraffe is ____.	The giraffe was featured in a zoo. The giraffe is ____.
