Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
pogo stick	plastic	glass	fun	dangerous	Susan's new pogo stick was very fun to use. The pogo stick is [MASK].	plastic	glass	1
oyster	edible	inedible	salty	feculent	The oyster smelled salty. The oyster is [MASK].	edible	inedible	1
drumstick	musical	chicken	hit	consumed	Peter hit his drumstick. The drumstick is [MASK].	musical	chicken	1
ice cream	good	bad	sweet	sour	Julie's ice cream tasted sweet. The ice cream is [MASK].	good	bad	1
gravy	edible	inedible	safe	dangerous	I took one look at the gravy and realized that it was safe to eat. The gravy is [MASK].	edible	inedible	1
lens	sharp	soft	vibrant	dull	The picture Martha took was vibrant using her new lens. The lens is [MASK].	sharp	soft	1
diving board	portable	stuck	clamps	cement	The bottom of the diving board had clamps. The diving board is [MASK].	portable	stuck	1
pulpit	high	short	barely	easily	The audience could barely see the speaker over the pulpit. The pulpit is [MASK].	high	short	1
stem	smooth	thorny	sunflower	rose	Donald looked outside and saw a sunflower. The stem is [MASK].	smooth	thorny	1
charcoal	hot	cold	burned	dirtied	The charcoal burned the man's hand while it snowed. The charcoal is [MASK].	hot	cold	1
hail	heavy	light	injured	unharmed	The lizard was injured during the hail. The hail is [MASK].	heavy	light	1
silverware	silver	gold	grey	amber	Tina opened up the drawer to find grey silverware. The silverware is [MASK].	silver	gold	1
visor	transparent	cloudy	warm	cold	Jim's face was warm after wearing the visor outside. The visor is [MASK].	transparent	cloudy	1
moccasin	edible	poisonous	flour	pastic	Lydia made a moccasin from flour. The moccasin is [MASK].	edible	poisonous	1
plum	edible	infested	untarnished	worm-eaten	The fresh-picked plum was untarnished. The plum is [MASK].	edible	infested	1
barrel	empty	full	tip	middle	The bullet passed through the tip of the barrel. The barrel is [MASK].	empty	full	1
gel	liquid	solid	runny	hard	I wasn't able to use the gel because it was runny. The gel is [MASK].	liquid	solid	1
test tube	cylindrical	angular	standard	exotic	Mike showed off his collection of standard test tubes. The test tube is [MASK].	cylindrical	angular	1
soup	hot	cold	stove	refrigerator	Thomas removed the soup from the stove. The soup is [MASK].	hot	cold	1
prism	circular	star	rounded	pointed	After doing some math Rick realized the output is rounded for the casing. The prism is [MASK].	circular	star	1
fingerprint	visible	invisible	dirty	clean	Dwayne's phone was dirty after he touched it. The fingerprint is [MASK].	visible	invisible	1
credit card	valid	expired	approved 	declined	Maria's credit card was approved  during checkout. The credit card is [MASK].	valid	expired	1
hay	cold	hot	winter	summer	The hay is in the barn during the winter. The hay is [MASK].	cold	hot	1
milk	bitter	sugary	lemon	sugar	Don had added lemon to his milk. The milk is [MASK].	bitter	sugary	1
go-kart	fast	slow	first	last	Marcy was in first place when racing her brothers in go-karts. The go-kart is [MASK].	fast	slow	1
marble	precious	common	manor	pre-fab	The marble was installed in a manor house. The marble is [MASK].	precious	common	1
shortbread	edible	inedible	swallowed	spit	Julie put the shorbread in her mouth and quickly swallowed it. The shortbread is [MASK].	edible	inedible	1
totem pole	ceremonial	informal	authenticated	drawn	The totem pole Erica saw was authenticated. The totem pole is [MASK].	ceremonial	informal	1
cobra	poisonous	safe	dangerous	innocuous	The cobra slithering into the room was obviously dangerous. The cobra is [MASK].	poisonous	safe	1
hot tub	open	shut	removed	secured	The lid of the hot tub was removed. The hot tub is [MASK].	open	shut	1
awning	long	short	distant	near	The awning stopped distant to the house. The awning is [MASK].	long	short	1
hole	there	here	store	home	Her shirt was ripped at the store. The hole is [MASK].	there	here	1
lizard	extinct	existing	paleontologists	zoologists	They are studied by paleontologists. The lizard is [MASK].	extinct	existing	1
pepperoni	edible	inedible	crisper	dishwater	The pepperoni had been sitting in the crisper. The pepperoni is [MASK].	edible	inedible	1
rifle	heavy	light	wagon	strap	We carried the rifle with a wagon. The rifle is [MASK].	heavy	light	1
crown	gold	copper	precious	common	The crown is made from precious material. The crown is [MASK].	gold	copper	1
ear	open	shut	Applying	covering	Jim had hut his ear Applying ice. The ear is [MASK].	open	shut	1
birdhouse	free	expensive	nothing	heaps	The birdhouse I purchased cost nothing. The birdhouse is [MASK].	free	expensive	1
cushion	soft	hard	spongy	firm	The cushion felt spongy. The cushion is [MASK].	soft	hard	1
prism	spherical	angular	Smooth	Pointed	The math equation predicted the Smooth edges of the prism. The prism is [MASK].	spherical	angular	1
spatula	long	short	fourteen	six	Ashton measured the fourteen inch spatula. The spatula is [MASK].	long	short	1
globe	round	squashed	spun	unrolled	Jane spun her new globe. The globe is [MASK].	round	squashed	1
dumpster	empty	full	feet	inches	I climbed in the dumpster and fell five feet down. The dumpster is [MASK].	empty	full	1
mussel	edible	poisonous	delightful	chemically	Linda lifted the mussel to her nose and it smelled delightful. The mussel is [MASK].	edible	poisonous	1
rattlesnake	poisonous	safe	enraged	defanged	This rattlesnake has been enraged. The rattlesnake is [MASK].	poisonous	safe	1
fireplace	warm	chilly	lit	out	The fire in the fireplace was lit. The fireplace is [MASK].	warm	chilly	1
cobra	edible	inedible	eat	toss	Nelly decided she wanted to eat the cobra she found. The cobra is [MASK].	edible	inedible	1
hula hoop	traditional	new	rattan	plastic	The hula hoop is made of rattan. The hula hoop is [MASK].	traditional	new	1
beanbag	portable	immobile	easy	impossible	Janet's new beanbag was easy to lift. The beanbag is [MASK].	portable	immobile	1
turtle	edible	pet	nutrition	companionship	The starving scavenger had decided the found turtle was going to be used for nutrition. The turtle is [MASK].	edible	pet	1
slot	empty	clogged	flowing	spilling	The slot was flowing with water. The slot is [MASK].	empty	clogged	1
acorn	edible	rotten	delighted	disgruntled	The squirrel was delighted with the acorn. The acorn is [MASK].	edible	rotten	1
sundial	ancient	new	museum	store	I found the sundial in the museum. The sundial is [MASK].	ancient	new	1
sorbet	edible	molly	pleased	repulsed	Bill was pleased by the old sorbet. The sorbet is [MASK].	edible	molly	1
seaweed	edible	inedible	awesome	terrible	Mike thought this seaweed would be awesome with sushi. The seaweed is [MASK].	edible	inedible	1
shrimp	edible	spoiled	lake	trash	Billy found the shrimp in the lake. The shrimp is [MASK].	edible	spoiled	1
needle	long	tiny	incredible	no	Jane felt almost incredible pain when the needle was fully inserted in her arm. The needle is [MASK].	long	tiny	1
toothbrush	long	short	purse	wallet	The toothbrush was the right size to fit in Sarah's purse. The toothbrush is [MASK].	long	short	1
peach	edible	inedible	fresh	moldy	The peach is fresh. The peach is [MASK].	edible	inedible	1
tuba	large	small	walrus	chickadee	Patty's tuba is made for a walrus. The tuba is [MASK].	large	small	1
fingerprint	unique	common	suspect	textbook	The fingerprint was taken from a suspect. The fingerprint is [MASK].	unique	common	1
juice	sweet	sour	apple	lime	Ashley's juice is made of apple. The juice is [MASK].	sweet	sour	1
flamethrower	portable	stuck	real	online	Johnny is using a flamethrower that is real. The flamethrower is [MASK].	portable	stuck	1
spaghetti	hot	frozen	microwave	freezer	Mark pulled the spaghetti out of the microwave. The spaghetti is [MASK].	hot	frozen	1
swing	free	occupied	inside	playing	The schoolchildren are inside. The swing is [MASK].	free	occupied	1
gravel	hard	weak	shoes	gravel	Mike crushed the shoes by stepping down. The gravel is [MASK].	hard	weak	1
snack	good	terrible	enjoy	despise	I enjoy the snack. The snack is [MASK].	good	terrible	1
crumb	edible	toxic	cake	soap	Mike found a crumb that had fallen off a piece of cake. The crumb is [MASK].	edible	toxic	1
coffee	good	bad	drank	discarded	Mike gladly drank the coffee. The coffee is [MASK].	good	bad	1
lingerie	expensive	affordable	sad	excited	Maria saw the lingerie and was sad. The lingerie is [MASK].	expensive	affordable	1
beard	long	short	not	just	Bill had not trimmed his beard. The beard is [MASK].	long	short	1
palm tree	extinct	present	glum	happy	The researchers were glum to hear about the palm tree. The palm tree is [MASK].	extinct	present	1
bunkbed	bare	filled	apart	together	Putting the display out on the floor the bunkbeds came apart in the boxes. The bunkbed is [MASK].	bare	filled	1
sweeper	human	inhuman	janitor	cat	Mike assigned sweeping duties at the office to the local janitor. The sweeper is [MASK].	human	inhuman	1
ring	circular	triangular	rolled	tumbled	I lost the ring when it rolled off the table. The ring is [MASK].	circular	triangular	1
snack	delicious	nasty	mouth	trashcan	Chris shoved the snack into his mouth. The snack is [MASK].	delicious	nasty	1
tree trunk	hollow	dense	echoes	nothing	Jackie knocked on the tree trunk and heard echoes. The tree trunk is [MASK].	hollow	dense	1
closet	mine	theirs	me	them	The clothes in the closet belong to me. The closet is [MASK].	mine	theirs	1
latte	hot	cold	fresh	old	Mike grabbed his fresh latte off the counter. The latte is [MASK].	hot	cold	1
test tube	long	broken	proudly	disappointedly	The chemist proudly displayed his new test tubes. The test tube is [MASK].	long	broken	1
tulip	edible	inedible	survived	died	The people survived after eating the tulips in the famine. The tulip is [MASK].	edible	inedible	1
pita	large	small	extra	less	Jimbo ordered a pita with extra meat. The pita is [MASK].	large	small	1
honey	good	bad	sweet	bitter	The honey is sweet. The honey is [MASK].	good	bad	1
dogfood	edible	toxic	beef	chocolate	The dogfood was made out of pure beef. The dogfood is [MASK].	edible	toxic	1
football	good	damaged	new 	broken	Cathy brought a new  football. The football is [MASK].	good	damaged	1
ping-pong table	circular	square	no	four	Mike's ping-pong table has no corners. The ping-pong table is [MASK].	circular	square	1
bunkbed	bare	full	clothesline	mattress	The sheets for the bunkbed were on the clothesline after the wash. The bunkbed is [MASK].	bare	full	1
mold	perfect	imperfect	smooth	rigid	Looking at the art mold Tim noticed it was smooth. The mold is [MASK].	perfect	imperfect	1
breakfast	good	bad	finished	wasted	Peter finished the breakfast. The breakfast is [MASK].	good	bad	1
mantle	flat	bumpy	pressed	wrinkly	Sam's mantle was pressed when she pulled it out of the washing machine. The mantle is [MASK].	flat	bumpy	1
radio	good	bad	music	static	The was a lot of music coming from the radio. The radio is [MASK].	good	bad	1
towel	empty	full	fallen	wrapped	Mary's towel was fallen around her. The towel is [MASK].	empty	full	1
tongue	soft	hard	sauteed	burned	The chef sauteed the tongue. The tongue is [MASK].	soft	hard	1
bed	empty	full	new	used	The bed is new. The bed is [MASK].	empty	full	1
tool	useful	useless	steel	wax	The tool was a steel knife. The tool is [MASK].	useful	useless	1
sundae	edible	indigestible	stupendous	melted	Bill's sundae was deemed stupendous. The sundae is [MASK].	edible	indigestible	1
shovel	long	short	difficult	easy	The shovel was difficult for Mike to fit in his camping pack. The shovel is [MASK].	long	short	1
pinecone	edible	inedible	better	worse	Boiling a pinecone in the soup made every much better. The pinecone is [MASK].	edible	inedible	1
mattress	warm	cold	sweated	froze	I sweated while sleeping on the mattress. The mattress is [MASK].	warm	cold	1
turkey	extinct	existing	museum	oven	Gail peered at the bird in the museum. The turkey is [MASK].	extinct	existing	1
dashboard	clear	cluttered	empty	full	Jane's dashboard was almost entirely empty. The dashboard is [MASK].	clear	cluttered	1
maple syrup	bitter	sweet	lemon	honey	Bill mixed his maple syrup with lemon. The maple syrup is [MASK].	bitter	sweet	1
hose	elastic	solid	wound	aligned	Amy wound the hose beside the house. The hose is [MASK].	elastic	solid	1
fire	dead	active	soot 	flames	We arrived to find the barn covered in soot . The fire is [MASK].	dead	active	1
cockroach	prey	hunting	squished	feared	Pam squished the cockroach in her kitchen. The cockroach is [MASK].	prey	hunting	1
quad	circular	rectangular	next	across	The dorms had rooms next from each other. The quad is [MASK].	circular	rectangular	1
figurine	small	large	down	up	The figurine was scaled down compared to real life. The figurine is [MASK].	small	large	1
corn	bitter	sweet	coffee	honey	The corn's flavor is reminiscent of coffee. The corn is [MASK].	bitter	sweet	1
radish	edible	inedible	safe	toxic	The gardener examined the radish and told me that it was safe to eat. The radish is [MASK].	edible	inedible	1
shield	round	square	curve	corner	Phil cried out when he cut his finger on the curve of the shield. The shield is [MASK].	round	square	1
hockey stick	wooden	steel	cracked	fine	Frank threw his hockey stick at the wall and it was cracked. The hockey stick is [MASK].	wooden	steel	1
