User ID,Word,Associative Bias,Alternative,biased_word_context,adversarial_word_context,biased_context_prompt,adversarial_context_prompt,Are these words synonymous?[ {{Associative Bias}} / {{biased_word_context}} ],Are these words synonymous?[ {{Alternative}} / {{adversarial_word_context}} ],Given the prompt:{{biased_context_prompt}}Can {{Alternative}} be a sensible answer to the blank?,Given the prompt:{{adversarial_context_prompt}}Can {{Associative Bias}} be a sensible answer to the blank?
FPMCK2P37RW2,shell,hollow,filled,discarded,occupied,The shell is still discarded. The shell is ____.,The shell is still occupied. The shell is ____.,No,No,No,No
XJKGQQWFXKTX,skull,hollow,full,display,human,The skull is in the display. The skull is ____.,The skull is in the human. The skull is ____.,No,No,No,No
FPMCK2P37RW2,loveseat,there,shipped,porch ,truck,Frank got an email saying the loveseat was on the porch . The loveseat is ____.,Frank got an email saying the loveseat was on the truck. The loveseat is ____.,No,No,No,Yes
HWDQZR3ZTFRN,saucer,empty,filled,sink,cat,Minnie put the saucer next to the sink. The saucer is ____.,Minnie put the saucer next to the cat. The saucer is ____.,No,No,Yes,Yes
FPMCK2P37RW2,puffin,large,small,giant,dwarf,The odd looking puffin was some sort of giant. The puffin is ____.,The odd looking puffin was some sort of dwarf. The puffin is ____.,No,No,No,No
XH7FWCGRRXDJ,grill,open,closed,cooked,defrosted,The burger was being cooked on the grill. The grill is ____.,The burger was being defrosted on the grill. The grill is ____.,No,No,No,No
XXKCFJGVJDTX,nose,long,stubby,large,small,Bill had a very large nose. The nose is ____.,Bill had a very small nose. The nose is ____.,Yes,Yes,No,No
VNAQPVX4R36A,punching bag,plastic,leather,average,expensive,Francis had a punching bag that was average. The punching bag is ____.,Francis had a punching bag that was expensive. The punching bag is ____.,No,No,Yes,No
EZCVAWE2HAMP,inhaler,portable,immobile,close,glued,John's inhaler was close to his desk. The inhaler is ____.,John's inhaler was glued to his desk. The inhaler is ____.,No,No,No,No
9KNVR6X2DWC4,subway,free,expensive,socialized,capitalistic,The subway is socialized. The subway is ____.,The subway is capitalistic. The subway is ____.,No,No,Yes,No
EZCVAWE2HAMP,hotdog,hot,cold,grilled,raw,I prefer my hotdogs to be grilled. The hotdog is ____.,I prefer my hotdogs to be raw. The hotdog is ____.,No,No,No,No
XH7FWCGRRXDJ,washcloth,clean,used,fresh,dirty,She handed me a fresh washcloth. The washcloth is ____.,She handed me a dirty washcloth. The washcloth is ____.,Yes,Yes,No,No
FPMCK2P37RW2,microscope,portable,stationary,easy,difficult,It would be very easy for Susan to take the microscope home with her. The microscope is ____.,It would be very difficult for Susan to take the microscope home with her. The microscope is ____.,No,No,No,No
9KNVR6X2DWC4,ladle,empty,full,into,from,Pour the soup into the ladle. The ladle is ____.,Pour the soup from the ladle. The ladle is ____.,No,No,Yes,Yes
XH7FWCGRRXDJ,pet food,available,unavailable,happy,hungry,Tonight Mike's pets would be happy. The pet food is ____.,Tonight Mike's pets would be hungry. The pet food is ____.,No,No,No,No
FPMCK2P37RW2,ring,circular,square,wearing,wrestling,My husband gave me a ring for wearing. The ring is ____.,My husband gave me a ring for wrestling. The ring is ____.,No,No,No,No
76VNAHQ9VAC3,envelope,open,closed,easily,not,Bill could easily check the contents of the envelope. The envelope is ____.,Bill could not check the contents of the envelope. The envelope is ____.,No,No,Yes,No
9KNVR6X2DWC4,pecan,edible,inedible,safe,ruined,The pecan on the floor is safe. The pecan is ____.,The pecan on the floor is ruined. The pecan is ____.,No,No,No,No
XH7FWCGRRXDJ,rim,round,square,bowl,crate,Joanna is holding a bowl. The rim is ____.,Joanna is holding a crate. The rim is ____.,No,No,No,No
XH7FWCGRRXDJ,sandwich,edible,inedible,ham,plastic,John's sandwich was made of ham. The sandwich is ____.,John's sandwich was made of plastic. The sandwich is ____.,No,No,No,No
HWDQZR3ZTFRN,cream,perfect,old,days,months,Roland bought the cream days ago. The cream is ____.,Roland bought the cream months ago. The cream is ____.,No,No,No,No
FPMCK2P37RW2,vent,vertical,horizontal,lengthwise,sideways,Bob put the vent grate back on lengthwise. The vent is ____.,Bob put the vent grate back on sideways. The vent is ____.,No,No,Yes,Yes
HKXM7AJCMHJQ,surfboard,rigid,broken,bent,cracked,The mans board bent when he hit the wave. The surfboard is ____.,The mans board cracked when he hit the wave. The surfboard is ____.,Yes,Yes,Yes,Yes
FPMCK2P37RW2,parachute,open,closed,survived,died,Mike survived after his parachute jump. The parachute is ____.,Mike died after his parachute jump. The parachute is ____.,No,No,No,No
XH7FWCGRRXDJ,candy bar,edible,inedible,chocolate,wax,Mike's candy bar was made of chocolate. The candy bar is ____.,Mike's candy bar was made of wax. The candy bar is ____.,No,No,No,No
FWD4Z73KK6F6,mailbox,empty,stuffed,took,placed,The postman took the mail in the maillbox. The mailbox is ____.,The postman placed the mail in the maillbox. The mailbox is ____.,No,No,No,No
9KNVR6X2DWC4,bikini,optional,compulsory,nude,covered,The guests were nude at the hot springs. The bikini is ____.,The guests were covered at the hot springs. The bikini is ____.,No,No,No,Yes
FPMCK2P37RW2,fingerprint,visible,invisible,dirty,clean,Dwayne's phone was dirty after he touched it. The fingerprint is ____.,Dwayne's phone was clean after he touched it. The fingerprint is ____.,No,No,No,No
9KNVR6X2DWC4,eggshell,hollow,solid,cracked,boiled,Jimmy cracked the egg. The eggshell is ____.,Jimmy boiled the egg. The eggshell is ____.,No,No,No,No
XXKCFJGVJDTX,cashew,edible,bitter,salt,ginger,Bob knocked over the salt spilling it on the cashews. The cashew is ____.,Bob knocked over the ginger spilling it on the cashews. The cashew is ____.,No,No,Yes,Yes
FPMCK2P37RW2,bucket,empty,full,clear,covered,The bottom of the bucket was clear. The bucket is ____.,The bottom of the bucket was covered. The bucket is ____.,No,No,No,No
XXKCFJGVJDTX,suitcase,empty,full,unpacking,packing,Rachel was unpacking her suitcase. The suitcase is ____.,Rachel was packing her suitcase. The suitcase is ____.,No,No,No,No
9KNVR6X2DWC4,bottle,empty,full,finished,started,Sam had just finished the bottle. The bottle is ____.,Sam had just started the bottle. The bottle is ____.,No,No,No,No
XH7FWCGRRXDJ,chili,edible,inedible,plate,floor,The chili was on the plate after cooking it. The chili is ____.,The chili was on the floor after cooking it. The chili is ____.,No,No,No,No
9KNVR6X2DWC4,basket,empty,brimming,love,pillows,The basket is holding Jenny's love. The basket is ____.,The basket is holding Jenny's pillows. The basket is ____.,No,No,No,No
C69D7VD39FKM,exhaust pipe,straight,bent,linear,curved,The exhaust pipe was linear. The exhaust pipe is ____.,The exhaust pipe was curved. The exhaust pipe is ____.,Yes,Yes,No,No
FPMCK2P37RW2,filter,transparent,solid,everything,nothing,I could see everything through the filter. The filter is ____.,I could see nothing through the filter. The filter is ____.,No,No,No,No
XH7FWCGRRXDJ,champagne,good,horrible,effervescent ,flat,The champagne at my sister's wedding was very effervescent . The champagne is ____.,The champagne at my sister's wedding was very flat. The champagne is ____.,No,No,No,No
9KNVR6X2DWC4,exhaust pipe,vertical,horizontal,sky,sewer,The exhaust pipe released gases to the sky. The exhaust pipe is ____.,The exhaust pipe released gases to the sewer. The exhaust pipe is ____.,No,No,Yes,No
XH7FWCGRRXDJ,spear,long,miniature,himself,children,Billy carved a spear for himself. The spear is ____.,Billy carved a spear for children. The spear is ____.,No,No,No,No
FPMCK2P37RW2,wooden leg,hollow,dense,broke ,moved,The man's new wooden leg broke  under pressure. The wooden leg is ____.,The man's new wooden leg moved under pressure. The wooden leg is ____.,No,No,No,Yes
76VNAHQ9VAC3,straw,long,tiny,bottom,wall,Jane's straw scrapes the bottom of her cup. The straw is ____.,Jane's straw scrapes the wall of her cup. The straw is ____.,No,No,No,No
XJKGQQWFXKTX,jewelry,expensive,cheap,rubies,plastic,The red bracelet was made of rubies. The jewelry is ____.,The red bracelet was made of plastic. The jewelry is ____.,No,No,No,No
QHKQ32WVQEGN,cuckoo clock,ancient,new,grandmother,Amazon,I got this cuckoo clock from my grandmother. The cuckoo clock is ____.,I got this cuckoo clock from my Amazon. The cuckoo clock is ____.,No,No,Yes,Yes
FPMCK2P37RW2,bazooka,amphibious,land-locked,wet,dry,The bazooka was wet after it was used. The bazooka is ____.,The bazooka was dry after it was used. The bazooka is ____.,No,No,No,No
XH7FWCGRRXDJ,belt,circular,angular,rotating,sticking,The serpentine belt was rotating around the gears. The belt is ____.,The serpentine belt was sticking around the gears. The belt is ____.,No,No,No,No
XXKCFJGVJDTX,pulpit,high,small,above,below,The man at the pulpit is above his audience. The pulpit is ____.,The man at the pulpit is below his audience. The pulpit is ____.,No,No,Yes,No
XH7FWCGRRXDJ,jukebox,musical,discordant,new,used,Nancy bought a new jukebox. The jukebox is ____.,Nancy bought a used jukebox. The jukebox is ____.,No,No,No,Yes
FPMCK2P37RW2,tent,open,closed,out,shut,The door of the tent was pulled out. The tent is ____.,The door of the tent was pulled shut. The tent is ____.,No,No,No,No
9KNVR6X2DWC4,cupcake,edible,inedible,delicious,repulsive,My husband said the cupcake I made was delicious. The cupcake is ____.,My husband said the cupcake I made was repulsive. The cupcake is ____.,No,No,No,No
9KNVR6X2DWC4,headdress,optional,mandatory,appropriate,inappropriate,It would be appropriate to skip wearing the headdress this time. The headdress is ____.,It would be inappropriate to skip wearing the headdress this time. The headdress is ____.,No,No,No,No
76VNAHQ9VAC3,tambourine,wooden,metal,hollow,clang,The tambourine made a hollow sound. The tambourine is ____.,The tambourine made a clang sound. The tambourine is ____.,No,No,Yes,No
XXKCFJGVJDTX,cinnamon,sweet,sour,smile,grimace,The taste of the cinnamon made Andrew smile. The cinnamon is ____.,The taste of the cinnamon made Andrew grimace. The cinnamon is ____.,No,No,No,No
HWDQZR3ZTFRN,curb,wide,narrow,fat,skinny,The man easily maintained his balance walking on the fat curb. The curb is ____.,The man easily maintained his balance walking on the skinny curb. The curb is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,tomato,edible,rotten,red,black,The tomato is red on the vine. The tomato is ____.,The tomato is black on the vine. The tomato is ____.,No,No,No,No
XH7FWCGRRXDJ,sheath,thick,thin,heavy,light,The sheath the warrior carries is heavy. The sheath is ____.,The sheath the warrior carries is light. The sheath is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,gel,liquid,hardened,splattered,cracked,When I poured out the gel it splattered. The gel is ____.,When I poured out the gel it cracked. The gel is ____.,No,No,No,No
FXAG33X37DRG,pan,hot,cold,screamed,shivered,Regina screamed when she picked up the pan. The pan is ____.,Regina shivered when she picked up the pan. The pan is ____.,No,No,No,No
FWD4Z73KK6F6,nightstand,empty,full,nothing,clutter,There is nothing in the nightstand in my room. The nightstand is ____.,There is clutter in the nightstand in my room. The nightstand is ____.,Yes,Yes,No,No
EZCVAWE2HAMP,couch,empty,occupied,near,on,Everyone was sitting near the couch. The couch is ____.,Everyone was sitting on the couch. The couch is ____.,No,No,No,No
9KNVR6X2DWC4,stalagmite,hard,soft,survived,noticed,Susan barely survived when she ran into the stalagmite. The stalagmite is ____.,Susan barely noticed when she ran into the stalagmite. The stalagmite is ____.,No,No,No,Yes
9KNVR6X2DWC4,panda,large,small,adult,baby,The zoo exhibit proudly showed off the adult panda. The panda is ____.,The zoo exhibit proudly showed off the baby panda. The panda is ____.,No,No,No,No
76VNAHQ9VAC3,windshield wiper,automatic,manual,motor,crank,The motor that drove the windshield wiper was broken. The windshield wiper is ____.,The crank that drove the windshield wiper was broken. The windshield wiper is ____.,Yes,Yes,No,No
FWD4Z73KK6F6,cockroach,prey,attacking,cowered,charged,The cockroach in Betty's kitchen cowered when it seen her. The cockroach is ____.,The cockroach in Betty's kitchen charged when it seen her. The cockroach is ____.,No,Yes,No,No
9KNVR6X2DWC4,cabinet,empty,full,unfilfilled,sated,Jennifer's searching of the cabinet for something to eat left her appetite unfilfilled. The cabinet is ____.,Jennifer's searching of the cabinet for something to eat left her appetite sated. The cabinet is ____.,Yes,Yes,No,No
XH7FWCGRRXDJ,jug,empty,filled,nothing,water,There was nothing in the jug. The jug is ____.,There was water in the jug. The jug is ____.,No,No,No,No
XH7FWCGRRXDJ,razor,sharp,dull,new,old,Dillon's razor is new. The razor is ____.,Dillon's razor is old. The razor is ____.,No,No,No,No
XJKGQQWFXKTX,chili,hot,frozen,finger,spoon,Mike could not put a finger into the chili. The chili is ____.,Mike could not put a spoon into the chili. The chili is ____.,No,No,Yes,No
XH7FWCGRRXDJ,sunroof,open,closed,felt,avoided,Holly felt the hail while she was driving. The sunroof is ____.,Holly avoided the hail while she was driving. The sunroof is ____.,No,No,No,No
XH7FWCGRRXDJ,basil,poisonous,monitored,toxins,cameras,No one was allowed to pick the basil because of the toxins. The basil is ____.,No one was allowed to pick the basil because of the cameras. The basil is ____.,No,No,No,No
9KNVR6X2DWC4,trap,empty,full,cheese,rat,The cheese was all that was Mary saw in the trap. The trap is ____.,The rat was all that was Mary saw in the trap. The trap is ____.,No,No,No,No
XH7FWCGRRXDJ,lime,edible,inedible,firm,slimy,The lime's skin was firm. The lime is ____.,The lime's skin was slimy. The lime is ____.,No,No,No,No
FPMCK2P37RW2,lemonade,sweet,sour,sugar,lemon,Jacob's lemonade has too much sugar. The lemonade is ____.,Jacob's lemonade has too much lemon. The lemonade is ____.,No,No,No,No
XH7FWCGRRXDJ,garter,long,small,here,online,Terry's garter can be found here. The garter is ____.,Terry's garter can be found online. The garter is ____.,No,No,No,No
76VNAHQ9VAC3,minivan,expensive,cheap,new,used,Doreen bought her minivan new. The minivan is ____.,Doreen bought her minivan used. The minivan is ____.,No,No,No,No
FPMCK2P37RW2,hummus,edible,rotten,night,year,Bill made the hummus last night. The hummus is ____.,Bill made the hummus last year. The hummus is ____.,No,No,No,No
9KNVR6X2DWC4,cantaloupe,extinct,alive,none,all,The cantaloupe was known to none in this region. The cantaloupe is ____.,The cantaloupe was known to all in this region. The cantaloupe is ____.,No,No,No,No
XH7FWCGRRXDJ,sled,heavy,flimsy,trudged,zipped,Donald's trudged his sled across the snow. The sled is ____.,Donald's zipped his sled across the snow. The sled is ____.,No,No,No,No
VNAQPVX4R36A,marble,precious,ruined,priceless,nothing,The value of the marble was priceless after getting it cleaned. The marble is ____.,The value of the marble was nothing after getting it cleaned. The marble is ____.,Yes,No,No,No
EZCVAWE2HAMP,trigger,here,elsewhere,  nearby,remotely,The trigger needs to be activated   nearby. The trigger is ____.,The trigger needs to be activated remotely. The trigger is ____.,Yes,No,No,No
FPMCK2P37RW2,gel,liquid,hardened,splattered,cracked,When I poured out the gel it splattered. The gel is ____.,When I poured out the gel it cracked. The gel is ____.,No,No,No,No
XH7FWCGRRXDJ,wrap,elastic,solid,stretched,tore,Mike pulled the wrap tight and it stretched. The wrap is ____.,Mike pulled the wrap tight and it tore. The wrap is ____.,Yes,No,No,No
FPMCK2P37RW2,handlebar,straight,crooked,easy,difficult,The handlebars made it easy for Sarah to go the direction she wanted. The handlebar is ____.,The handlebars made it difficult for Sarah to go the direction she wanted. The handlebar is ____.,No,No,No,No
