Word	Associative Bias	Alternative	biased_word_context	adversarial_word_context	masked_prompt	target	incorrect	test_type
computer	dead	operable	smashed	lit	Jenny saw that the screen was smashed. The computer is [MASK].	dead	operable	1
tiara	gold	platinum	yellow	silver	Dina's princess tiara has a reflection that is yellow. The tiara is [MASK].	gold	platinum	1
patty	edible	rotten	great	terrible	Susan thought the patty smelled great. The patty is [MASK].	edible	rotten	1
harness	heavy	small	burdensome	nonexistent	The weight of the harness is burdensome. The harness is [MASK].	heavy	small	1
nail polish	expensive	free	Chanel	Mary	Jenny got her new nail polish from Chanel. The nail polish is [MASK].	expensive	free	1
ski pole	vertical	flat	into	under	The ski pole was stuck into the snow drift. The ski pole is [MASK].	vertical	flat	1
skin	dry	moist	itchy	soft	Jackie's skin was itchy. The skin is [MASK].	dry	moist	1
pepper	edible	harmful	ground	rotten	Tim made chili with ground pepper. The pepper is [MASK].	edible	harmful	1
harp	musical	harsh	rapturous	clashing	Tina listened to the rapturous harp. The harp is [MASK].	musical	harsh	1
springboard	vertical	horizontal	wall	floor	Dale had a springboard against the wall. The springboard is [MASK].	vertical	horizontal	1
cage	empty	stuffed	light	heavy	The baggage handlers noticed that the animal cage was very light. The cage is [MASK].	empty	stuffed	1
satellite	operational	inoperable	successful	irritated	Janet is successful when she tries to use the internet. The satellite is [MASK].	operational	inoperable	1
dagger	long	small	succumbed	survived	Leonardo had succumbed after a dagger stab to his chest. The dagger is [MASK].	long	small	1
power line	underground	strung	down	up	The men went down the ladder to fix the power line. The power line is [MASK].	underground	strung	1
hot-water bottle	plastic	metal	inexpensive	luxurious	Tyler's mom bought him an inexpensive hot-water bottle. The hot-water bottle is [MASK].	plastic	metal	1
bun	optional	required	available	obligatory	They have a bun with a burger that is available. The bun is [MASK].	optional	required	1
horseshoe	universal	specific	any	this	Mike could use any horseshoe. The horseshoe is [MASK].	universal	specific	1
tuxedo	traditional	untraditional	generic	updated	I prefer the generic tuxedo. The tuxedo is [MASK].	traditional	untraditional	1
briefcase	empty	closed	distributed	guarded	Bill distributed the papers in his briefcase. The briefcase is [MASK].	empty	closed	1
weed	edible	poisonous	dandelion	monkshood	The weed is a dandelion. The weed is [MASK].	edible	poisonous	1
bracket	empty	used	free	taken	The sign said the bracket was free. The bracket is [MASK].	empty	used	1
apple	edible	inedible	real	wax	The apple real. The apple is [MASK].	edible	inedible	1
seafood	good	disgusting	ate	discarded	May happily ate the plate of seafood. The seafood is [MASK].	good	disgusting	1
hay	cold	scalding	snow	cauldron	The hay was in the snow. The hay is [MASK].	cold	scalding	1
silicone	stable	violate	smooth	cracked	When he had finished the job, the plumber found that the silicone around the bath was smooth. The silicone is [MASK].	stable	violate	1
goalpost	vertical	horizontal	perpendicular	parallel	The goalpost is perpendicular to the ground. The goalpost is [MASK].	vertical	horizontal	1
stem	smooth	rough	daisy	rose	Mike examined the stem of the daisy. The stem is [MASK].	smooth	rough	1
wreck	there	missing	explored	sought	The scuba divers explored the sunken ship. The wreck is [MASK].	there	missing	1
duck	extinct	alive	ninety	two	The duck is being referenced ninety years from now. The duck is [MASK].	extinct	alive	1
hay	dry	wet	flammable	inflammable	We found out the hay is flammable. The hay is [MASK].	dry	wet	1
loveseat	there	delivered	department	online	Mark ordered the newest loveseat at the department store. The loveseat is [MASK].	there	delivered	1
incubator	portable	immobile	storage	lab	Remo took the samples down to the storage room to incubate. The incubator is [MASK].	portable	immobile	1
worm	alive	dead	missed	devoured	The fish missed the worm. The worm is [MASK].	alive	dead	1
throne	vacant	occupied	cleaned	used	The king's throne was being cleaned during lunch. The throne is [MASK].	vacant	occupied	1
bulldozer	amphibious	wind-driven	pontoons	sails	The bulldozer featured enormous pontoons. The bulldozer is [MASK].	amphibious	wind-driven	1
jewelry	expensive	affordable	fine	cheap	Donna likes to wear fine jewelry. The jewelry is [MASK].	expensive	affordable	1
notepad	empty	full	erased	wrote	Carlos erased his notes in the notepad. The notepad is [MASK].	empty	full	1
snorkel	portable	immobile	elsewhere	nowhere	We were able to take the snorkel elsewhere. The snorkel is [MASK].	portable	immobile	1
soda fountain	popular	unknown	crowded	empty	The soda fountain is always crowded. The soda fountain is [MASK].	popular	unknown	1
stuffing	good	bad	made	ruined	Jane thought that the stuffing had made the meal. The stuffing is [MASK].	good	bad	1
bulletin board	open	locked	overfilled	inaccessible	Janet tried to write on the bulletin board but it was overfilled. The bulletin board is [MASK].	open	locked	1
sunflower	edible	poisonous	chocolate	oil	Richard spilled chocolate on the sunflower in his garden. The sunflower is [MASK].	edible	poisonous	1
mailbox	open	closed	overflowing 	scanty	Shayla retrieved the mail from the overflowing  mailbox. The mailbox is [MASK].	open	closed	1
panther	prey	hunting	scared	hungry	Bill saw a scared look in the panther's eye. The panther is [MASK].	prey	hunting	1
headdress	optional	mandatory	appropriate	inappropriate	It would be appropriate to skip wearing the headdress this time. The headdress is [MASK].	optional	mandatory	1
cupcake	edible	toxic	chocolate	cyanide	Jane filled the cupcakes with chocolate. The cupcake is [MASK].	edible	toxic	1
mat	empty	occupied	perfect	uncomfortable	The cat considered the flat perfect for sleeping. The mat is [MASK].	empty	occupied	1
ironing board	wooden	cloth	hard	soft	Mark went to the store to decide to buy a hard Iron board. The ironing board is [MASK].	wooden	cloth	1
gift	free	expensive	nothing	loads	I spent nothing on her birthday gift. The gift is [MASK].	free	expensive	1
corset	elastic	boned	stretched	snapped	After eating a huge meal, Alice's corset stretched. The corset is [MASK].	elastic	boned	1
folder	empty	occupied	dumped	filled	Bill had already dumped the folder. The folder is [MASK].	empty	occupied	1
crepe	edible	poisonous	left	died	When the rat took a bite of the crepe he left. The crepe is [MASK].	edible	poisonous	1
pasta	edible	poisonous	delight	danger	Norbert's pasta dish was a delight to all. The pasta is [MASK].	edible	poisonous	1
butter	warm	cold	scalded	froze	Alice yanked her hand away in shock as the butter scalded her hand. The butter is [MASK].	warm	cold	1
beetle	poisonous	safe	terror	confidence	Ashley let the beetle walk on her arm with terror. The beetle is [MASK].	poisonous	safe	1
paper plate	empty	full	dropped	dumped	Jim took the paper plate and dropped it in the trash can. The paper plate is [MASK].	empty	full	1
yacht	empty	full	many	no	There is enough room on the yacht to fit many extra people. The yacht is [MASK].	empty	full	1
raccoon	intelligent	unintelligent	open	closed	The lid on the trash can near the raccoon was open. The raccoon is [MASK].	intelligent	unintelligent	1
scooter	portable	large	effortless	backbreaking	When Lilith broke her scooter, transporting it home was effortless. The scooter is [MASK].	portable	large	1
spam	harmless	contaminated	fine	rotten	Jim opened the year old spam and it looked fine. The spam is [MASK].	harmless	contaminated	1
sandwich	good	bad	happy	sad	Bill was very happy to eat the sandwich. The sandwich is [MASK].	good	bad	1
hip	there	gone	appeared	vanished	When Kim looked for the hip, it had appeared. The hip is [MASK].	there	gone	1
champagne	good	awful	crisp	harsh	During the toast at midnight, the champagne was crisp. The champagne is [MASK].	good	awful	1
toilet	open	shut	horrible	fine	The smell from the toilet was horrible when cleaning it. The toilet is [MASK].	open	shut	1
camper	empty	overflowing	barren	overcrowded	We took a barren camper. The camper is [MASK].	empty	overflowing	1
tongue	long	short	easily	not	Jill was easily able to lick the tip of her own nose. The tongue is [MASK].	long	short	1
bow	long	broken	all	half	The bow was all its normal length. The bow is [MASK].	long	broken	1
icicle	circular	rectangular	wheel	box	The icicle was formed inside a wheel. The icicle is [MASK].	circular	rectangular	1
shell	transparent	opaque	easy	impossible	It was easy to see through the shell. The shell is [MASK].	transparent	opaque	1
sled	heavy	thin	difficulty	ease	Mia could lift the sled with difficulty. The sled is [MASK].	heavy	thin	1
vending machine	free	expensive	vouchers	bills	The vending machine did not take coins, only vouchers. The vending machine is [MASK].	free	expensive	1
hole	empty	filled	add	remove	To fix the hole we had to add soil. The hole is [MASK].	empty	filled	1
needle	sharp	dull	ease	difficulty	The needle penetrated with ease. The needle is [MASK].	sharp	dull	1
button	depressed	undisturbed	pushed	untouched	I noticed the button had been pushed. The button is [MASK].	depressed	undisturbed	1
stingray	edible	inedible	delicious	disgusting	My first time trying stingray as part of my meal turned out to be delicious. The stingray is [MASK].	edible	inedible	1
globe	empty	full	erased	painted	Kelly's globe has been erased. The globe is [MASK].	empty	full	1
subway	underground	elevated	excavators	cranes	The tools for the subway projects where excavators. The subway is [MASK].	underground	elevated	1
asparagus	edible	unpalatable	refrigerator	garbage	I found the asparagus in the refrigerator. The asparagus is [MASK].	edible	unpalatable	1
zebra	extinct	alive	lost	popular	The book said the zebra is a lost mammal. The zebra is [MASK].	extinct	alive	1
cloud	there	here	sea	house	Susan could see the cloud over the sea. The cloud is [MASK].	there	here	1
canister	empty	full	red	green	The gas mask canister indicator was flashing red. The canister is [MASK].	empty	full	1
mail	free	expensive	no	several	It required no stamps for it to be sent. The mail is [MASK].	free	expensive	1
sheet	blank	full	erased	colored	Anne erased her sheet of paper. The sheet is [MASK].	blank	full	1
shield	circular	square	curved	flat	Bill bumped his leg on the curved edge of the shield. The shield is [MASK].	circular	square	1
llama	large	small	father	baby	The llama was a father. The llama is [MASK].	large	small	1
sloth	extinct	alive	mourned	enjoyed	The scientific community mourned the sloth. The sloth is [MASK].	extinct	alive	1
sail	square	triangle	four	three	Rory's sail on her boat had four corners. The sail is [MASK].	square	triangle	1
pasta	edible	toxic	happy	sick	Randy said the pasta made him happy. The pasta is [MASK].	edible	toxic	1
valve	open	closed	allowed	stopped	The valve allowed the water's flow. The valve is [MASK].	open	closed	1
cornhusk	extinct	farmed	Futuristic	Today's	Futuristic observers talked about the cornhusks. The cornhusk is [MASK].	extinct	farmed	1
thread	straight	bent	direct	lazy	The thread took a direct path between the two points. The thread is [MASK].	straight	bent	1
jar	empty	full	air	coins	Freddy's jar was holding air. The jar is [MASK].	empty	full	1
filter	transparent	sheer	normalized	clouded	Kyle's filter normalized his view. The filter is [MASK].	transparent	sheer	1
water bottle	plastic	steel	burnable	noncombustible	The water bottle proved to be burnable when tossed into the fire. The water bottle is [MASK].	plastic	steel	1
stingray	poisonous	delicious	regret	enjoy	Most people would regret eating a stingray. The stingray is [MASK].	poisonous	delicious	1
taffy	cold	hot	snow	microwave	Sally left the bag of taffy in the snow. The taffy is [MASK].	cold	hot	1
onion	edible	rotten	delicious	disgusting	Susan made a delicious soup using the onion. The onion is [MASK].	edible	rotten	1
beehive	large	small	complicated 	simple	The beehive attached to our home called for a complicated  extermination process. The beehive is [MASK].	large	small	1
mango	edible	plastic	grocery	toy	Robin purchased the mango from the grocery store. The mango is [MASK].	edible	plastic	1
spider	edible	inedible	ate	fled	The man from the tribe ate the spider. The spider is [MASK].	edible	inedible	1
cabbage	edible	decorative	real	sculpted	Fritz realized the cabbage was real. The cabbage is [MASK].	edible	decorative	1
brooch	simple	ornate	hour	week	Bill assembled the brooch himself in a hour. The brooch is [MASK].	simple	ornate	1
veil	thin	thick	see	miss	Logan could see his friend through the veil of smoke outside. The veil is [MASK].	thin	thick	1
bike	mine	theirs	me	them	The bike in the garage was bought by me. The bike is [MASK].	mine	theirs	1
aquarium	large	tiny	sharks	goldfish	Drew's aquarium was for his pet sharks. The aquarium is [MASK].	large	tiny	1
radio	free	expensive	giveaway	auction	John got the radio at an giveaway. The radio is [MASK].	free	expensive	1
cupcake	edible	inedible	delicious	repulsive	My husband said the cupcake I made was delicious. The cupcake is [MASK].	edible	inedible	1
pan	hot	cool	painful	safe	It would be painful to touch the pan. The pan is [MASK].	hot	cool	1
jar	heavy	light	barely	easily	Susan was barely able to lift the large jar. The jar is [MASK].	heavy	light	1
tarp	transparent	opaque	inside	surface	People could see the inside of Justin's tent made of a tarp. The tarp is [MASK].	transparent	opaque	1
